pair_key,substance_a_id,substance_b_id,is_self_pair,classification_code,classification_confidence,risk_score,risk_label,headline,mechanism_summary,timing_guidance,field_notes,primary_mechanism_category,mechanism_categories,evidence_gaps,provenance_confidence_tier,provenance_rationale
nn_dmt|salvia,nn_dmt,salvia,false,CAUTION,low,3.00,Caution / Moderate Risk,"Salvia is non-serotonergic, but same-session use with classic psychedelics can become unsafe because disorientation, dysphoria, and accident risk stack badly.","Salvinorin A is a kappa-opioid agonist rather than a classic serotonergic psychedelic. The overlap is at autonomic activation and severe state disruption, not receptor-level serotonin toxicity.",NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization],"Formal combination studies are absent, so this remains a precautionary field rule.",medium,"Salvia is non-serotonergic, but same-session use with classic psychedelics can become unsafe because disorientation, dysphoria, and accident risk stack badly."
nn_dmt|serotonergic_opioids,nn_dmt,serotonergic_opioids,false,THEORETICAL,medium,2.00,Theoretical interaction,A CNS-depressant or opioid-like partner with another depressant signal suggests pharmacodynamic CNS depression with possible respiratory involvement.,"Sedation, slowed respiration, vomiting, and impaired self-protection can stack even when the exact chemistry differs.",NULL,NULL,pharmacodynamic_cns_depression,[pharmacodynamic_cns_depression respiratory_depression operational_or_behavioral_risk dehydration_or_electrolyte_risk],"- Avoid mixing with alcohol, benzodiazepines, or other sedatives.
- Seek urgent care for slowed breathing, cyanosis, or unresponsiveness.",medium,The shared depressant physiology is enough to support a moderate provisional warning.
nn_dmt|snri,nn_dmt,snri,false,THEORETICAL,medium,2.00,Theoretical interaction,Two serotonergic agents create a provisional serotonergic toxicity or effect-modulation signal.,"Combined serotonergic tone can increase the chance of agitation, autonomic load, and serotonin-toxicity features when other drugs are present.",NULL,NULL,serotonergic_toxicity,[serotonergic_toxicity psychedelic_intensification psychiatric_destabilization],"- Avoid adding more serotonergic drugs.
- Watch for clonus, tremor, fever, and confusion.",medium,The serotonergic overlap is strong enough to justify a medium-confidence heuristic.
nn_dmt|ssri,nn_dmt,ssri,false,THEORETICAL,medium,2.00,Theoretical interaction,Two serotonergic agents create a provisional serotonergic toxicity or effect-modulation signal.,"Combined serotonergic tone can increase the chance of agitation, autonomic load, and serotonin-toxicity features when other drugs are present.",NULL,NULL,serotonergic_toxicity,[serotonergic_toxicity psychedelic_intensification psychiatric_destabilization],"- Avoid adding more serotonergic drugs.
- Watch for clonus, tremor, fever, and confusion.",medium,The serotonergic overlap is strong enough to justify a medium-confidence heuristic.
nn_dmt|tobacco_rape,nn_dmt,tobacco_rape,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
nn_dmt|tricyclic_ad,nn_dmt,tricyclic_ad,false,THEORETICAL,medium,2.00,Theoretical interaction,Two serotonergic agents create a provisional serotonergic toxicity or effect-modulation signal.,"Combined serotonergic tone can increase the chance of agitation, autonomic load, and serotonin-toxicity features when other drugs are present.",NULL,NULL,serotonergic_toxicity,[serotonergic_toxicity psychedelic_intensification psychiatric_destabilization],"- Avoid adding more serotonergic drugs.
- Watch for clonus, tremor, fever, and confusion.",medium,The serotonergic overlap is strong enough to justify a medium-confidence heuristic.
nn_dmt|two_c_x,nn_dmt,two_c_x,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
nn_dmt|yopo,nn_dmt,yopo,false,THEORETICAL,medium,2.00,Theoretical interaction,"Theoretical interaction; co-use stacks serotonergic psychedelic signaling and predictably raises subjective intensity, confusion, and autonomic load through overlapping 5-HT–linked pathways rather than a default MAOI or high-dose SRI serotonin-toxicity template.","Both agents are serotonergic psychedelics with strong 5-HT2A–linked perceptual, emotional, and autonomic effects. Combined use mainly increases intensity, cognitive disorganization, anxiety, cardiovascular strain, and accident risk through convergent receptor-driven psychedelic pharmacology—not reuptake blockade or MAOI mechanisms.",NULL,NULL,psychedelic_intensification,[psychedelic_intensification serotonergic psychiatric_destabilization cardiovascular_load operational_or_behavioral_risk],"- Avoid stacking MAOIs, SRIs/SNRIs, stimulant releasers, or other high-burden serotonergic drugs in the same session.
- Escalate care for obtundation, sustained hyperthermia, or neuromuscular findings that suggest evolving medical emergencies regardless of interaction label.",medium,Pair-specific controlled co-use trials are sparse; classification reflects convergent psychedelic receptor pharmacology without a dedicated serotonin-toxicity driver.
psilocybin|psilocybin,psilocybin,psilocybin,true,SELF,not_applicable,-1.00,Same Entity / N-A,Same entity selected; this is not an interaction pair.,NULL,NULL,NULL,unknown,[unknown],NULL,low,Self pairing is not an interaction and is preserved as a non-comparable diagonal case.
psilocybin|salvia,psilocybin,salvia,false,CAUTION,low,3.00,Caution / Moderate Risk,"Salvia is non-serotonergic, but same-session use with classic psychedelics can become unsafe because disorientation, dysphoria, and accident risk stack badly.","Salvinorin A is a kappa-opioid agonist rather than a classic serotonergic psychedelic. The overlap is at autonomic activation and severe state disruption, not receptor-level serotonin toxicity.",NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization],"Formal combination studies are absent, so this remains a precautionary field rule.",medium,"Salvia is non-serotonergic, but same-session use with classic psychedelics can become unsafe because disorientation, dysphoria, and accident risk stack badly."
psilocybin|serotonergic_opioids,psilocybin,serotonergic_opioids,false,CAUTION,medium,3.00,Caution / Moderate Risk,Serotonin-toxicity and overdose risks rise in poly-drug settings,"Some opioids, especially tramadol, tapentadol, dextromethorphan, meperidine, fentanyl, and methadone, can add serotonergic burden or impair respiration and cognition. Psilocybin is a classic serotonergic psychedelic and is not a strong serotonin reuptake inhibitor, so the main concern is additive risk in broader serotonergic stacks plus overlapping autonomic and behavioral impairment.","Risk monitoring should cover the full psychedelic session and post-acute period, with attention to mental status, temperature, blood pressure, heart rate, respiratory rate, and neuromuscular signs.",Avoid using serotonergic opioids as ad-hoc trip smoothers or pain control during a psychedelic experience. Prefer non-serotonergic analgesic strategies where medically appropriate.,psychiatric_destabilization,[psychiatric_destabilization],"No large systematic studies directly evaluate psilocybin co-administered with serotonergic opioids. Risk is extrapolated from serotonergic opioid toxicity data, opioid-plus-psychoactive-drug harm-reduction principles, and psychedelic interaction reviews rather than controlled co-administration trials.",medium,Serotonin-toxicity and overdose risks rise in poly-drug settings
psilocybin|snri,psilocybin,snri,false,LOW_MOD,high,2.00,"Low Risk, Effect Modulation",Blunted effects with typical 2-week washout guidance.,NULL,NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization],NULL,high,Blunted effects with typical 2-week washout guidance.
psilocybin|ssri,psilocybin,ssri,false,LOW_MOD,high,2.00,"Low Risk, Effect Modulation",Blunted effects; washout mostly 2 weeks (fluoxetine 6 weeks).,NULL,NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization],NULL,high,Blunted effects; washout mostly 2 weeks (fluoxetine 6 weeks).
psilocybin|tobacco_rape,psilocybin,tobacco_rape,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
psilocybin|tricyclic_ad,psilocybin,tricyclic_ad,false,CAUTION,high,3.00,Caution / Moderate Risk,Intensified effects; chart indicates caution with 2-week washout guidance.,NULL,NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization],NULL,high,Intensified effects; chart indicates caution with 2-week washout guidance.
psilocybin|two_c_x,psilocybin,two_c_x,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
psilocybin|yopo,psilocybin,yopo,false,THEORETICAL,medium,2.00,Theoretical interaction,"Theoretical interaction; co-use stacks serotonergic psychedelic signaling and predictably raises subjective intensity, confusion, and autonomic load through overlapping 5-HT–linked pathways rather than a default MAOI or high-dose SRI serotonin-toxicity template.","Both agents are serotonergic psychedelics with strong 5-HT2A–linked perceptual, emotional, and autonomic effects. Combined use mainly increases intensity, cognitive disorganization, anxiety, cardiovascular strain, and accident risk through convergent receptor-driven psychedelic pharmacology—not reuptake blockade or MAOI mechanisms.",NULL,NULL,psychedelic_intensification,[psychedelic_intensification serotonergic psychiatric_destabilization cardiovascular_load operational_or_behavioral_risk],"- Avoid stacking MAOIs, SRIs/SNRIs, stimulant releasers, or other high-burden serotonergic drugs in the same session.
- Escalate care for obtundation, sustained hyperthermia, or neuromuscular findings that suggest evolving medical emergencies regardless of interaction label.",medium,Pair-specific controlled co-use trials are sparse; classification reflects convergent psychedelic receptor pharmacology without a dedicated serotonin-toxicity driver.
